year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,blh_forecast,NO2_satellite,HCHO_satellite,ratio_satellite
2020.00,3.00,27.00,18.00,22.17,242.35,29.78,10.16,-1.92,-1.15,1.00,94.73,,,
2020.00,3.00,27.00,19.00,37.28,183.32,30.07,10.04,-1.74,0.01,1.08,219.36,,,
2020.00,3.00,27.00,20.00,52.39,124.29,28.42,9.91,-1.56,1.18,1.15,132.71,,,
2020.00,3.00,27.00,21.00,67.50,65.26,28.49,9.79,-1.38,2.34,1.23,103.57,,,
2020.00,3.00,27.00,22.00,57.29,102.44,29.39,10.09,-1.31,2.08,0.93,91.41,,,
2020.00,3.00,27.00,23.00,47.09,139.61,29.14,10.40,-1.24,1.81,0.62,98.55,,,
2022.00,1.00,4.00,0.00,66.43,26.45,27.62,19.18,-1.75,-0.24,1.62,94.24,,,
2022.00,1.00,4.00,1.00,62.14,27.95,27.59,19.95,-1.73,-0.45,1.71,131.14,,,
2022.00,1.00,4.00,2.00,57.86,29.46,27.67,20.72,-1.72,-0.66,1.81,40.29,,,
2022.00,1.00,4.00,3.00,53.57,30.96,26.36,21.48,-1.70,-0.87,1.90,96.46,,,
2022.00,1.00,4.00,4.00,55.68,29.15,26.70,20.03,-2.09,-0.27,1.45,163.84,,,
2022.00,1.00,4.00,5.00,57.78,27.35,26.02,18.58,-2.48,0.34,0.99,108.16,,,
2022.00,1.00,4.00,6.00,59.88,25.54,26.07,17.13,-2.88,0.94,0.54,71.26,,,
2022.00,1.00,4.00,7.00,61.80,24.43,26.59,16.60,-3.95,0.07,0.78,64.40,,,
2022.00,1.00,4.00,8.00,63.72,23.31,26.14,16.08,-5.02,-0.80,1.02,106.98,,,
2022.00,1.00,4.00,9.00,65.64,22.20,25.45,15.55,-6.09,-1.68,1.25,50.37,,,
2022.00,1.00,4.00,10.00,59.67,25.48,26.42,15.85,-4.96,-0.05,0.73,67.86,,,
2022.00,1.00,4.00,11.00,53.70,28.75,28.14,16.16,-3.83,1.57,0.21,26.07,,,
2022.00,1.00,4.00,12.00,47.73,32.02,27.57,16.46,-2.70,3.19,-0.31,30.28,,,
2022.00,1.00,4.00,13.00,52.83,28.78,28.01,16.60,-1.51,2.80,0.12,34.01,,,
2022.00,1.00,4.00,14.00,57.93,25.54,25.86,16.75,-0.31,2.41,0.55,74.95,,,
2022.00,1.00,4.00,15.00,63.03,22.30,27.13,16.89,0.88,2.02,0.98,97.55,,,
2022.00,1.00,4.00,16.00,75.48,20.83,29.38,17.33,1.30,0.88,0.64,27.73,,,
2022.00,1.00,4.00,17.00,87.93,19.36,24.15,17.76,1.71,-0.26,0.29,141.54,,,
2022.00,1.00,4.00,18.00,100.37,17.90,25.63,18.20,2.13,-1.40,-0.05,282.53,,,
2022.00,1.00,4.00,19.00,97.36,22.57,24.60,19.02,1.67,-1.65,0.64,119.61,,,
2022.00,1.00,4.00,20.00,94.34,27.25,24.83,19.84,1.20,-1.90,1.33,86.57,,,
2022.00,1.00,4.00,21.00,91.33,31.93,23.98,20.66,0.74,-2.14,2.01,193.75,,,
2022.00,1.00,4.00,22.00,102.88,28.08,23.78,20.29,0.10,-1.48,1.55,84.71,,,
2022.00,1.00,4.00,23.00,114.44,24.23,23.85,19.92,-0.55,-0.82,1.09,137.12,,,
2020.00,3.00,6.00,0.00,18.69,117.08,18.67,12.28,-1.56,1.49,2.85,74.32,,,
2020.00,3.00,6.00,1.00,22.80,109.63,17.21,12.12,-1.01,0.48,2.59,29.43,,,
2020.00,3.00,6.00,2.00,26.91,102.18,17.09,11.96,-0.45,-0.52,2.34,42.10,,,
2020.00,3.00,6.00,3.00,31.03,94.73,17.02,11.81,0.10,-1.52,2.08,42.95,,,
2020.00,3.00,6.00,4.00,34.67,88.09,18.24,11.65,0.77,-1.43,1.97,48.88,,,
2020.00,3.00,6.00,5.00,38.31,81.46,18.65,11.48,1.45,-1.35,1.86,69.42,,,
2020.00,3.00,6.00,6.00,41.96,74.82,17.74,11.32,2.12,-1.26,1.74,68.51,,,
2020.00,3.00,6.00,7.00,33.39,101.73,16.95,11.22,2.44,-1.35,2.13,42.53,,,
2020.00,3.00,6.00,8.00,24.83,128.64,18.60,11.12,2.75,-1.43,2.52,137.79,0.53,0.92,0.58
2020.00,3.00,6.00,9.00,16.26,155.55,18.30,11.01,3.06,-1.51,2.91,278.81,,,
2020.00,3.00,6.00,10.00,15.24,172.38,16.75,11.58,3.02,-1.39,2.61,143.95,,,
2020.00,3.00,6.00,11.00,14.21,189.20,16.22,12.15,2.98,-1.28,2.32,128.23,,,
2020.00,3.00,6.00,12.00,13.19,206.03,16.50,12.72,2.93,-1.16,2.02,99.12,,,
2020.00,3.00,6.00,13.00,23.80,155.26,14.78,12.53,2.98,-1.24,1.85,183.24,,,
2020.00,3.00,6.00,14.00,34.41,104.50,14.60,12.35,3.02,-1.32,1.69,270.46,,,
2020.00,3.00,6.00,15.00,45.02,53.74,13.61,12.17,3.07,-1.40,1.52,122.58,,,
2020.00,3.00,6.00,16.00,42.43,78.11,13.70,12.18,2.54,-0.69,2.08,37.94,,,
2020.00,3.00,6.00,17.00,39.84,102.49,13.03,12.18,2.01,0.02,2.64,25.62,,,
2020.00,3.00,6.00,18.00,37.26,126.86,15.00,12.18,1.48,0.73,3.20,77.88,,,
2020.00,3.00,6.00,19.00,31.46,149.48,14.92,12.22,1.34,0.02,2.83,245.56,,,
2020.00,3.00,6.00,20.00,25.67,172.09,14.50,12.25,1.20,-0.70,2.47,224.75,,,
2020.00,3.00,6.00,21.00,19.88,194.70,14.33,12.28,1.05,-1.41,2.11,218.45,,,
2020.00,3.00,6.00,22.00,23.03,185.10,13.51,12.11,1.20,-1.32,2.26,97.07,,,
2020.00,3.00,6.00,23.00,26.17,175.50,13.22,11.93,1.34,-1.23,2.41,50.74,,,
2024.00,5.00,13.00,0.00,0.03,102.44,20.09,11.00,1.04,-1.47,1.88,31.94,,,
2024.00,5.00,13.00,1.00,0.11,106.83,21.30,11.17,0.90,-1.74,2.03,36.53,,,
2024.00,5.00,13.00,2.00,0.19,111.22,22.56,11.33,0.76,-2.01,2.18,56.31,,,
2024.00,5.00,13.00,3.00,0.26,115.61,22.03,11.50,0.61,-2.29,2.33,16.92,,,
2024.00,5.00,13.00,4.00,1.88,111.46,22.32,11.40,0.50,-2.19,2.38,67.20,,,
2024.00,5.00,13.00,5.00,3.50,107.31,19.03,11.31,0.39,-2.09,2.42,35.39,,,
2024.00,5.00,13.00,6.00,5.12,103.16,20.86,11.21,0.28,-1.99,2.47,49.95,,,
2024.00,5.00,13.00,7.00,15.51,91.32,21.56,11.47,0.98,-1.44,2.56,40.07,,,
2024.00,5.00,13.00,8.00,25.91,79.47,21.95,11.73,1.68,-0.89,2.65,45.02,,,
2024.00,5.00,13.00,9.00,36.30,67.63,19.69,11.98,2.38,-0.35,2.74,54.54,1.04,3.13,0.33
2024.00,5.00,13.00,10.00,24.23,82.78,21.25,12.12,1.84,-0.48,2.46,207.67,,,
2024.00,5.00,13.00,11.00,12.15,97.93,18.93,12.25,1.31,-0.61,2.18,244.97,,,
2024.00,5.00,13.00,12.00,0.07,113.09,19.19,12.38,0.78,-0.74,1.90,88.67,,,
2024.00,5.00,13.00,13.00,0.06,110.78,18.80,12.66,0.76,-0.32,1.77,38.83,,,
2024.00,5.00,13.00,14.00,0.04,108.47,22.02,12.93,0.75,0.10,1.64,22.97,,,
2024.00,5.00,13.00,15.00,0.03,106.16,23.48,13.20,0.74,0.52,1.51,38.89,,,
2024.00,5.00,13.00,16.00,1.39,94.76,26.30,13.40,1.13,0.38,1.69,33.61,,,
2024.00,5.00,13.00,17.00,2.75,83.37,24.54,13.60,1.51,0.24,1.87,48.68,,,
2024.00,5.00,13.00,18.00,4.10,71.97,24.36,13.79,1.89,0.10,2.04,40.83,,,
2024.00,5.00,13.00,19.00,6.82,69.70,25.27,13.66,2.28,0.37,2.07,48.37,,,
2024.00,5.00,13.00,20.00,9.54,67.42,24.43,13.54,2.66,0.64,2.10,37.63,,,
2024.00,5.00,13.00,21.00,12.26,65.15,24.44,13.41,3.05,0.91,2.13,143.11,,,
2024.00,5.00,13.00,22.00,18.62,53.54,25.07,12.81,3.34,0.57,2.32,324.41,,,
2024.00,5.00,13.00,23.00,24.98,41.93,25.62,12.20,3.63,0.24,2.52,273.82,,,
2020.00,9.00,7.00,0.00,32.90,54.56,15.53,11.26,0.21,-1.09,3.47,284.47,,,
2020.00,9.00,7.00,1.00,30.96,55.65,14.24,11.49,0.36,-1.33,3.49,324.40,,,
2020.00,9.00,7.00,2.00,29.02,56.75,12.22,11.73,0.51,-1.57,3.51,346.98,,,
2020.00,9.00,7.00,3.00,27.08,57.84,9.64,11.97,0.67,-1.81,3.53,158.08,,,
2020.00,9.00,7.00,4.00,32.10,54.98,8.06,11.80,0.34,-1.54,3.62,253.12,,,
2020.00,9.00,7.00,5.00,37.12,52.13,9.46,11.63,0.02,-1.28,3.71,204.08,,,
2020.00,9.00,7.00,6.00,42.14,49.27,12.35,11.45,-0.31,-1.01,3.79,248.92,,,
2020.00,9.00,7.00,7.00,40.27,43.50,13.37,11.57,0.41,-1.07,3.37,127.72,,,
2020.00,9.00,7.00,8.00,38.40,37.72,14.58,11.70,1.12,-1.14,2.95,229.39,,,
2020.00,9.00,7.00,9.00,36.53,31.95,11.49,11.82,1.84,-1.20,2.53,162.03,0.52,1.12,0.46
2020.00,9.00,7.00,10.00,34.72,32.12,15.82,11.25,1.63,-1.19,2.13,360.16,,,
2020.00,9.00,7.00,11.00,32.91,32.29,15.22,10.69,1.43,-1.18,1.73,253.83,,,
2020.00,9.00,7.00,12.00,31.09,32.47,14.54,10.12,1.22,-1.17,1.33,488.31,,,
2020.00,9.00,7.00,13.00,30.93,36.27,12.15,10.19,0.86,-1.31,2.14,563.28,,,
2020.00,9.00,7.00,14.00,30.76,40.06,11.81,10.26,0.49,-1.45,2.94,362.81,,,
2020.00,9.00,7.00,15.00,30.59,43.86,11.89,10.33,0.13,-1.58,3.74,396.81,,,
2020.00,9.00,7.00,16.00,29.16,45.37,12.54,10.29,0.28,-1.57,3.95,331.74,,,
2020.00,9.00,7.00,17.00,27.72,46.87,13.67,10.25,0.44,-1.55,4.15,217.62,,,
2020.00,9.00,7.00,18.00,26.29,48.37,15.04,10.21,0.59,-1.54,4.36,226.64,,,
2020.00,9.00,7.00,19.00,28.14,46.18,14.80,10.05,0.35,-1.47,4.19,152.92,,,
2020.00,9.00,7.00,20.00,30.00,44.00,15.70,9.90,0.11,-1.40,4.03,148.11,,,
2020.00,9.00,7.00,21.00,31.85,41.81,16.77,9.74,-0.13,-1.33,3.87,144.69,,,
2020.00,9.00,7.00,22.00,33.27,46.94,17.52,9.79,0.19,-1.65,3.77,303.21,,,
2020.00,9.00,7.00,23.00,34.69,52.07,17.04,9.85,0.50,-1.97,3.68,268.49,,,
2021.00,11.00,11.00,0.00,210.42,13.09,32.66,6.78,2.41,0.51,-3.26,2040.20,,,
2021.00,11.00,11.00,1.00,199.77,14.26,32.21,6.88,2.61,0.25,-3.21,2334.17,,,
2021.00,11.00,11.00,2.00,189.13,15.43,32.08,6.97,2.82,-0.01,-3.16,2064.39,,,
2021.00,11.00,11.00,3.00,178.48,16.59,32.17,7.06,3.02,-0.27,-3.11,2046.01,,,
2021.00,11.00,11.00,4.00,165.56,23.51,34.28,7.86,2.76,-0.59,-3.63,2067.33,,,
2021.00,11.00,11.00,5.00,152.63,30.43,35.67,8.66,2.50,-0.91,-4.15,1469.74,,,
2021.00,11.00,11.00,6.00,139.70,37.34,36.32,9.46,2.25,-1.22,-4.67,1892.27,,,
2021.00,11.00,11.00,7.00,153.11,30.53,34.82,9.55,2.35,-1.08,-4.20,2688.94,,,
2021.00,11.00,11.00,8.00,166.52,23.72,33.22,9.64,2.45,-0.93,-3.72,2116.54,0.51,1.66,0.31
2021.00,11.00,11.00,9.00,179.93,16.91,34.19,9.73,2.55,-0.78,-3.24,2878.79,,,
2021.00,11.00,11.00,10.00,179.26,17.79,34.75,9.78,2.28,-1.12,-3.21,3542.28,,,
2021.00,11.00,11.00,11.00,178.58,18.66,35.64,9.84,2.01,-1.46,-3.18,3848.79,,,
2021.00,11.00,11.00,12.00,177.91,19.54,36.35,9.90,1.75,-1.80,-3.15,4239.08,,,
2021.00,11.00,11.00,13.00,168.88,20.89,36.84,10.66,2.22,-1.97,-2.79,3990.73,,,
2021.00,11.00,11.00,14.00,159.85,22.25,36.90,11.43,2.70,-2.15,-2.42,4047.03,,,
2021.00,11.00,11.00,15.00,150.82,23.61,37.13,12.20,3.17,-2.33,-2.06,4200.60,,,
2021.00,11.00,11.00,16.00,147.74,22.19,36.51,12.48,2.97,-2.29,-2.39,4074.75,,,
2021.00,11.00,11.00,17.00,144.66,20.78,31.90,12.76,2.78,-2.24,-2.72,2303.65,,,
2021.00,11.00,11.00,18.00,141.59,19.37,34.47,13.04,2.58,-2.20,-3.05,3013.86,,,
2021.00,11.00,11.00,19.00,132.24,23.81,36.27,13.23,3.03,-1.93,-3.57,3538.44,,,
2021.00,11.00,11.00,20.00,122.89,28.25,33.64,13.42,3.47,-1.65,-4.09,2286.02,,,
2021.00,11.00,11.00,21.00,113.54,32.70,30.71,13.62,3.91,-1.37,-4.60,2422.17,,,
2021.00,11.00,11.00,22.00,154.42,26.51,31.79,12.83,3.85,-2.14,-4.42,2413.25,,,
2021.00,11.00,11.00,23.00,195.31,20.32,33.94,12.05,3.78,-2.92,-4.25,2080.50,,,
2021.00,11.00,15.00,0.00,192.74,11.05,38.42,12.83,1.28,-0.26,-3.68,2388.52,,,
2021.00,11.00,15.00,1.00,196.39,10.76,38.82,13.28,0.48,-0.01,-3.89,2411.47,,,
2021.00,11.00,15.00,2.00,200.05,10.48,39.49,13.73,-0.31,0.24,-4.09,2650.17,,,
2021.00,11.00,15.00,3.00,203.71,10.19,39.21,14.19,-1.11,0.49,-4.30,2476.01,,,
2021.00,11.00,15.00,4.00,189.75,10.12,36.27,13.45,-1.86,-0.01,-3.67,1794.49,,,
2021.00,11.00,15.00,5.00,175.80,10.05,37.05,12.72,-2.60,-0.51,-3.05,1842.73,,,
2021.00,11.00,15.00,6.00,161.84,9.99,32.20,11.99,-3.35,-1.01,-2.42,558.87,,,
2021.00,11.00,15.00,7.00,161.72,9.96,30.88,12.41,-3.42,-0.12,-2.26,814.30,,,
2021.00,11.00,15.00,8.00,161.59,9.92,32.59,12.83,-3.49,0.78,-2.09,895.75,2.42,2.08,1.16
2021.00,11.00,15.00,9.00,161.47,9.89,32.97,13.25,-3.57,1.67,-1.93,1018.84,,,
2021.00,11.00,15.00,10.00,170.46,10.23,34.16,12.95,-3.44,1.07,-2.43,1227.49,,,
2021.00,11.00,15.00,11.00,179.45,10.57,34.75,12.65,-3.31,0.46,-2.92,1209.91,,,
2021.00,11.00,15.00,12.00,188.44,10.90,36.37,12.34,-3.18,-0.14,-3.42,1581.22,,,
2021.00,11.00,15.00,13.00,178.50,10.69,32.56,12.26,-3.21,0.67,-3.04,423.23,,,
2021.00,11.00,15.00,14.00,168.57,10.48,28.04,12.18,-3.24,1.48,-2.66,275.91,,,
2021.00,11.00,15.00,15.00,158.63,10.27,31.77,12.10,-3.27,2.29,-2.27,603.63,,,
2021.00,11.00,15.00,16.00,176.67,10.30,31.55,11.88,-2.82,2.14,-2.27,266.28,,,
2021.00,11.00,15.00,17.00,194.71,10.33,30.40,11.66,-2.38,1.98,-2.27,637.63,,,
2021.00,11.00,15.00,18.00,212.75,10.37,31.77,11.44,-1.93,1.83,-2.27,958.61,,,
2021.00,11.00,15.00,19.00,206.20,10.21,33.03,11.70,-1.87,1.66,-2.94,875.76,,,
2021.00,11.00,15.00,20.00,199.66,10.06,34.15,11.96,-1.80,1.48,-3.61,1099.33,,,
2021.00,11.00,15.00,21.00,193.11,9.91,29.64,12.23,-1.74,1.30,-4.28,307.08,,,
2021.00,11.00,15.00,22.00,195.06,10.31,31.17,11.67,-1.53,1.11,-3.37,784.28,,,
2021.00,11.00,15.00,23.00,197.01,10.72,29.61,11.11,-1.31,0.92,-2.45,470.20,,,
2019.00,9.00,19.00,0.00,0.08,133.21,22.95,5.67,3.82,-1.41,6.11,95.11,,,
2019.00,9.00,19.00,1.00,4.15,119.20,23.55,5.64,3.36,-1.21,5.40,20.00,,,
2019.00,9.00,19.00,2.00,8.22,105.18,22.11,5.61,2.89,-1.01,4.69,103.58,,,
2019.00,9.00,19.00,3.00,12.29,91.16,21.98,5.57,2.42,-0.81,3.98,199.69,,,
2019.00,9.00,19.00,4.00,30.27,69.82,21.67,5.67,1.44,-1.41,3.73,119.08,,,
2019.00,9.00,19.00,5.00,48.24,48.49,22.18,5.76,0.46,-2.00,3.47,96.54,,,
2019.00,9.00,19.00,6.00,66.22,27.16,21.02,5.86,-0.52,-2.59,3.22,92.36,,,
2019.00,9.00,19.00,7.00,44.29,58.00,20.39,5.70,-0.53,-2.73,4.02,44.07,,,
2019.00,9.00,19.00,8.00,22.36,88.84,20.52,5.53,-0.53,-2.87,4.83,22.54,,0.16,
2019.00,9.00,19.00,9.00,0.44,119.68,19.77,5.37,-0.54,-3.01,5.63,25.92,,,
2019.00,9.00,19.00,10.00,0.36,122.37,20.03,5.64,-0.32,-2.65,5.23,14.66,,,
2019.00,9.00,19.00,11.00,0.28,125.05,20.38,5.92,-0.10,-2.29,4.83,17.96,,,
2019.00,9.00,19.00,12.00,0.20,127.74,20.44,6.19,0.12,-1.94,4.43,16.87,,,
2019.00,9.00,19.00,13.00,0.13,132.58,20.17,6.40,-0.66,-0.83,4.73,17.93,,,
2019.00,9.00,19.00,14.00,0.07,137.43,20.59,6.60,-1.44,0.28,5.03,21.05,,,
2019.00,9.00,19.00,15.00,0.00,142.27,20.95,6.81,-2.22,1.39,5.34,23.69,,,
2019.00,9.00,19.00,16.00,16.10,106.83,21.54,7.00,-1.54,-0.57,4.94,66.83,,,
2019.00,9.00,19.00,17.00,32.21,71.39,20.80,7.19,-0.86,-2.52,4.54,34.87,,,
2019.00,9.00,19.00,18.00,48.31,35.95,19.94,7.38,-0.18,-4.47,4.14,72.16,,,
2019.00,9.00,19.00,19.00,48.18,31.42,18.54,7.66,0.39,-3.69,4.58,69.24,,,
2019.00,9.00,19.00,20.00,48.04,26.89,18.55,7.95,0.96,-2.92,5.01,80.55,,,
2019.00,9.00,19.00,21.00,47.90,22.35,17.08,8.23,1.54,-2.14,5.45,36.92,,,
2019.00,9.00,19.00,22.00,32.07,48.42,17.80,7.85,1.37,-2.07,5.42,30.84,,,
2019.00,9.00,19.00,23.00,16.23,74.49,18.74,7.46,1.20,-2.00,5.38,69.25,,,
2020.00,8.00,11.00,0.00,35.37,68.21,25.69,8.79,-0.49,0.50,2.55,942.43,,,
2020.00,8.00,11.00,1.00,32.31,68.31,26.14,9.04,0.49,0.01,2.71,871.82,,,
2020.00,8.00,11.00,2.00,29.24,68.42,28.31,9.30,1.47,-0.48,2.87,654.23,,,
2020.00,8.00,11.00,3.00,26.17,68.52,29.81,9.55,2.44,-0.96,3.04,726.41,,,
2020.00,8.00,11.00,4.00,35.11,65.45,31.29,9.22,1.40,-0.59,2.66,507.84,,,
2020.00,8.00,11.00,5.00,44.05,62.38,33.34,8.89,0.36,-0.21,2.29,1051.46,,,
2020.00,8.00,11.00,6.00,52.98,59.31,30.84,8.56,-0.68,0.16,1.92,1341.26,,,
2020.00,8.00,11.00,7.00,52.42,71.48,29.83,9.08,0.21,-0.41,1.92,1410.60,,,
2020.00,8.00,11.00,8.00,51.85,83.65,28.55,9.60,1.11,-0.98,1.92,698.21,,,
2020.00,8.00,11.00,9.00,51.28,95.83,28.67,10.12,2.00,-1.55,1.92,688.71,,,
2020.00,8.00,11.00,10.00,49.56,99.57,30.43,9.58,1.30,-1.65,1.89,614.39,,,
2020.00,8.00,11.00,11.00,47.83,103.31,33.04,9.04,0.60,-1.74,1.87,425.49,,,
2020.00,8.00,11.00,12.00,46.11,107.04,31.05,8.49,-0.10,-1.84,1.85,471.85,,,
2020.00,8.00,11.00,13.00,44.50,98.80,31.28,8.57,0.11,-1.77,1.97,728.57,,,
2020.00,8.00,11.00,14.00,42.88,90.56,30.74,8.64,0.31,-1.71,2.10,1657.17,,,
2020.00,8.00,11.00,15.00,41.27,82.31,31.35,8.72,0.52,-1.64,2.23,836.19,,,
2020.00,8.00,11.00,16.00,38.72,79.63,32.10,8.74,1.46,-1.82,2.86,680.58,,,
2020.00,8.00,11.00,17.00,36.17,76.94,33.11,8.76,2.40,-1.99,3.49,800.74,,,
2020.00,8.00,11.00,18.00,33.62,74.26,34.03,8.79,3.34,-2.17,4.12,702.29,,,
2020.00,8.00,11.00,19.00,37.86,74.06,34.67,8.97,2.72,-1.47,3.46,1141.03,,,
2020.00,8.00,11.00,20.00,42.10,73.87,35.07,9.15,2.10,-0.78,2.80,1090.91,,,
2020.00,8.00,11.00,21.00,46.34,73.68,34.66,9.33,1.48,-0.08,2.14,628.47,,,
2020.00,8.00,11.00,22.00,47.82,78.83,34.84,9.49,1.21,-0.48,2.31,769.11,,,
2020.00,8.00,11.00,23.00,49.31,83.98,31.40,9.64,0.94,-0.88,2.49,899.51,,,
2020.00,3.00,25.00,0.00,13.96,181.71,7.82,11.76,1.51,-2.56,2.91,27.02,,,
2020.00,3.00,25.00,1.00,13.39,200.98,11.19,12.26,0.66,-1.33,2.33,60.80,,,
2020.00,3.00,25.00,2.00,12.83,220.25,13.56,12.75,-0.20,-0.09,1.75,82.57,,,
2020.00,3.00,25.00,3.00,12.27,239.52,13.53,13.25,-1.05,1.14,1.17,127.42,,,
2020.00,3.00,25.00,4.00,18.39,192.60,10.37,12.73,-0.05,0.26,1.68,66.32,,,
2020.00,3.00,25.00,5.00,24.51,145.68,11.58,12.22,0.95,-0.63,2.20,200.25,,,
2020.00,3.00,25.00,6.00,30.64,98.76,11.67,11.70,1.95,-1.51,2.71,151.34,,,
2020.00,3.00,25.00,7.00,25.70,106.61,10.66,11.55,1.91,-1.87,2.95,24.62,,,
2020.00,3.00,25.00,8.00,20.76,114.46,11.37,11.40,1.86,-2.22,3.18,26.21,,,
2020.00,3.00,25.00,9.00,15.82,122.31,11.66,11.25,1.81,-2.58,3.42,27.72,,,
2020.00,3.00,25.00,10.00,19.90,118.65,12.57,11.30,1.32,-2.00,2.72,33.59,,,
2020.00,3.00,25.00,11.00,23.99,114.98,12.59,11.35,0.83,-1.43,2.02,34.90,,,
2020.00,3.00,25.00,12.00,28.07,111.32,13.07,11.39,0.34,-0.85,1.31,12.95,,,
2020.00,3.00,25.00,13.00,24.74,114.00,13.42,11.92,0.68,-0.97,2.00,55.15,,,
2020.00,3.00,25.00,14.00,21.40,116.69,14.57,12.46,1.01,-1.09,2.68,311.74,,,
2020.00,3.00,25.00,15.00,18.07,119.38,13.77,12.99,1.35,-1.21,3.36,160.44,,,
2020.00,3.00,25.00,16.00,15.82,106.80,14.37,12.54,0.86,-0.87,3.73,188.98,,,
2020.00,3.00,25.00,17.00,13.57,94.21,16.21,12.09,0.37,-0.53,4.10,394.91,,,
2020.00,3.00,25.00,18.00,11.32,81.63,15.19,11.64,-0.11,-0.19,4.47,48.82,,,
2020.00,3.00,25.00,19.00,9.56,79.60,15.40,12.14,0.31,-1.00,3.63,46.03,,,
2020.00,3.00,25.00,20.00,7.80,77.57,15.58,12.65,0.74,-1.81,2.79,351.96,,,
2020.00,3.00,25.00,21.00,6.03,75.54,14.11,13.15,1.17,-2.63,1.95,137.24,,,
2020.00,3.00,25.00,22.00,11.54,92.57,13.93,12.80,1.68,-2.38,1.76,203.38,,,
2020.00,3.00,25.00,23.00,17.04,109.59,14.44,12.46,2.20,-2.14,1.57,78.97,,,
2019.00,8.00,30.00,0.00,0.23,60.94,29.75,19.39,-0.11,-2.19,1.72,245.57,,,
2019.00,8.00,30.00,1.00,3.52,55.53,27.93,19.31,0.20,-2.06,1.32,73.82,,,
2019.00,8.00,30.00,2.00,6.80,50.12,28.40,19.24,0.51,-1.94,0.92,70.98,,,
2019.00,8.00,30.00,3.00,10.09,44.71,30.09,19.16,0.82,-1.81,0.53,197.85,,,
2019.00,8.00,30.00,4.00,15.63,43.26,29.94,19.36,0.62,-1.60,0.07,264.94,,,
2019.00,8.00,30.00,5.00,21.17,41.81,29.66,19.57,0.42,-1.40,-0.39,424.22,,,
2019.00,8.00,30.00,6.00,26.71,40.36,27.94,19.78,0.22,-1.19,-0.85,87.03,,,
2019.00,8.00,30.00,7.00,21.14,38.57,27.61,19.68,0.13,-1.40,-0.57,138.52,,0.57,
2019.00,8.00,30.00,8.00,15.56,36.77,26.61,19.58,0.04,-1.60,-0.29,67.30,,,
2019.00,8.00,30.00,9.00,9.98,34.97,26.40,19.48,-0.05,-1.81,-0.01,338.89,,,
2019.00,8.00,30.00,10.00,6.88,39.43,27.08,19.60,0.68,-1.63,-0.02,430.80,,,
2019.00,8.00,30.00,11.00,3.78,43.89,27.33,19.71,1.41,-1.44,-0.03,326.64,,,
2019.00,8.00,30.00,12.00,0.68,48.35,28.20,19.83,2.14,-1.26,-0.04,157.24,,,
2019.00,8.00,30.00,13.00,1.35,51.69,28.25,19.95,1.95,-0.94,0.87,60.55,,,
2019.00,8.00,30.00,14.00,2.01,55.03,28.75,20.07,1.75,-0.62,1.77,68.33,,,
2019.00,8.00,30.00,15.00,2.67,58.37,26.68,20.19,1.56,-0.30,2.67,227.75,,,
2019.00,8.00,30.00,16.00,1.85,75.02,25.95,20.35,1.25,-0.40,2.21,141.29,,,
2019.00,8.00,30.00,17.00,1.03,91.67,25.64,20.51,0.94,-0.49,1.74,105.27,,,
2019.00,8.00,30.00,18.00,0.21,108.32,25.57,20.67,0.62,-0.59,1.28,264.99,,,
2019.00,8.00,30.00,19.00,0.24,127.87,26.75,20.99,0.93,-0.67,1.41,126.87,,,
2019.00,8.00,30.00,20.00,0.27,147.42,25.75,21.31,1.24,-0.76,1.55,201.16,,,
2019.00,8.00,30.00,21.00,0.30,166.97,26.10,21.64,1.56,-0.85,1.68,196.53,,,
2019.00,8.00,30.00,22.00,0.22,139.77,25.47,21.44,1.72,-1.06,1.50,58.03,,,
2019.00,8.00,30.00,23.00,0.15,112.56,26.32,21.25,1.88,-1.27,1.33,172.02,,,
2023.00,10.00,26.00,0.00,36.87,39.59,15.64,6.73,0.54,-0.82,3.07,58.04,,,
2023.00,10.00,26.00,1.00,41.47,36.86,14.80,6.54,-0.11,-0.56,2.93,54.56,,,
2023.00,10.00,26.00,2.00,46.08,34.14,13.93,6.36,-0.76,-0.31,2.78,31.81,,,
2023.00,10.00,26.00,3.00,50.68,31.41,14.92,6.17,-1.41,-0.05,2.64,33.64,,,
2023.00,10.00,26.00,4.00,44.14,39.70,16.59,6.26,-0.50,-0.61,2.47,55.57,,,
2023.00,10.00,26.00,5.00,37.60,47.99,16.33,6.35,0.41,-1.17,2.30,45.28,,,
2023.00,10.00,26.00,6.00,31.06,56.28,18.28,6.45,1.32,-1.72,2.14,76.86,,,
2023.00,10.00,26.00,7.00,20.71,71.61,16.22,6.35,1.53,-1.53,2.23,28.69,,,
2023.00,10.00,26.00,8.00,10.36,86.93,18.85,6.26,1.74,-1.33,2.32,91.18,1.26,3.01,0.42
2023.00,10.00,26.00,9.00,0.01,102.26,18.66,6.17,1.95,-1.14,2.41,87.38,,,
2023.00,10.00,26.00,10.00,0.01,114.87,18.45,6.41,0.53,-1.11,2.16,68.17,,,
2023.00,10.00,26.00,11.00,0.00,127.47,17.93,6.64,-0.88,-1.08,1.90,74.80,,,
2023.00,10.00,26.00,12.00,0.00,140.08,16.16,6.88,-2.30,-1.06,1.65,26.53,,,
